annee_mise_en_service,departement,nb_borne,TMJA,ratio_borne_TMJA,ratio_TMJA_borne
2021,Savoie,56,34718.017857142855,0.0016129953106893344,619.9646045918367
2021,Saône-et-Loire,24,20911.19607843137,0.001147710533150925,871.2998366013071
2021,Seine-Maritime,126,25435.714285714286,0.0049536647009267055,201.87074829931973
2021,Seine-Saint-Denis,193,136675.44,0.0014121044717324489,708.1629015544041
2021,Seine-et-Marne,127,43747.33707865168,0.0029030338411609262,344.46722109174556
2021,Somme,44,23103.166666666668,0.001904500826005093,525.0719696969697
2021,Tarn,96,18561.75,0.005171926138429836,193.3515625
2021,Tarn-et-Garonne,16,46349.69230769231,0.0003452018601069462,2896.8557692307695
2021,Territoire de Belfort,2,21268.11363636364,9.403748889983616e-05,10634.05681818182
2021,Val-d'Oise,98,87498.74074074074,0.001120016118750492,892.8442932728648
2021,Val-de-Marne,239,113175.55555555556,0.00211176343537081,473.53788935378896
2021,Var,213,44751.944444444445,0.004759569726951653,210.10302556077204
2021,Vaucluse,78,23040.777777777777,0.003385302386589959,295.3945868945869
2021,Vendée,266,19082.846153846152,0.013939220483962641,71.74002313475997
2021,Vienne,226,19337.70833333333,0.01168701048254167,85.56508112094393
2021,Vosges,4,12366.0,0.00032346757237586933,3091.5
2021,Yonne,45,14403.186046511628,0.0031243087366005905,320.07080103359175
2021,Yvelines,296,51830.625,0.005710909332079249,175.10346283783784
2022,Ain,169,33590.30952380953,0.005031212941941163,198.75922795153565
2022,Aisne,209,21064.58333333333,0.009921867273266742,100.78748006379583
2022,Allier,97,11773.79411764706,0.008238635653957318,121.37932080048515
2022,Alpes-Maritimes,480,64113.230769230766,0.007486754204100438,133.56923076923076
2022,Alpes-de-Haute-Provence,56,6236.038461538462,0.008980060072654606,111.35782967032968
2022,Ardennes,130,,,
2022,Ardèche,25,11141.07142857143,0.002243949350857509,445.64285714285717
2022,Ariège,98,12251.227272727272,0.007999198596059022,125.01252319109462
2022,Aube,53,15852.636363636364,0.003343292483613279,299.10634648370495
2022,Aude,283,48716.27272727273,0.005809147214203206,172.1423064567941
2022,Aveyron,200,12808.326086956522,0.015614842926561017,64.0416304347826
2022,Bas-Rhin,276,60378.5504587156,0.004571159756289902,218.76286398085364
2022,Bouches-du-Rhône,285,67540.25974025975,0.004219705418605545,236.98336750968332
2022,Calvados,126,35779.38888888889,0.0035215805499441795,283.9634038800706
2022,Cantal,13,8047.285714285715,0.0016154515275780654,619.021978021978
2022,Charente,40,19481.74358974359,0.002053204314887837,487.04358974358973
2022,Charente-Maritime,165,23352.846153846152,0.007065519933330479,141.53240093240092
2022,Cher,38,19941.125,0.0019056096383729603,524.766447368421
2022,Corrèze,49,23310.571428571428,0.0021020505717822694,475.72594752186586
2022,Creuse,18,13575.636363636364,0.001325904695577639,754.2020202020202
2022,Côte-d'Or,333,36131.07407407407,0.009216443422559221,108.50172394616838
2022,Côtes-d'Armor,43,32745.272727272728,0.0013131666472329107,761.5179704016914
2022,Deux-Sèvres,97,17118.217391304348,0.005666477868733792,176.47646795159122
2022,Dordogne,60,12844.5,0.004671260072404531,214.075
2022,Doubs,97,19108.114285714284,0.005076377425297257,196.99086892488953
2022,Drôme,193,19800.380116959062,0.009747287620740935,102.59264309305213
2022,Essonne,200,64850.619047619046,0.0030840106530539415,324.2530952380952
2022,Eure,102,21956.378787878788,0.004645574800171966,215.2586155674391
2022,Eure-et-Loir,94,31604.106666666667,0.002974297011190107,336.21390070921984
2022,Finistère,118,25727.13793103448,0.004586596469312561,218.0265926358854
2022,Gard,462,29390.14285714286,0.015719556119398632,63.61502782931355
2022,Gers,46,10344.17857142857,0.004446945659566976,224.87344720496893
2022,Gironde,478,56157.6129032258,0.00851175780608265,117.48454582264813
2022,Haut-Rhin,181,31982.533333333333,0.005659339055901346,176.69907918968693
2022,Haute-Garonne,823,53704.42857142857,0.015324620741572256,65.25446971011978
