nom_departement,Annee,NB_VP_RECHARGEABLES_EL,NB_VP_RECHARGEABLES_GAZ,NB_VP,nb_borne,borne/nb_el,nom_region,nb_borne_cumule,nb_el/borne
Mayenne,2021,2356,4,291587,25,0.01,Pays de la Loire,45,52.355555555555554
Mayenne,2022,2833,8,260858,53,0.02,Pays de la Loire,98,28.908163265306122
Mayenne,2023,5159,14,310065,59,0.01,Pays de la Loire,157,32.859872611464965
Mayenne,2024,5058,10,257625,330,0.07,Pays de la Loire,487,10.386036960985626
Meurthe-et-Moselle,2020,3422,27,698450,57,0.02,Grand Est,57,60.03508771929825
Meurthe-et-Moselle,2021,6168,32,699973,49,0.01,Grand Est,106,58.18867924528302
Meurthe-et-Moselle,2022,9231,37,702646,175,0.02,Grand Est,281,32.85053380782918
Meurthe-et-Moselle,2023,13672,39,719280,375,0.03,Grand Est,656,20.841463414634145
Meurthe-et-Moselle,2024,17792,52,721933,723,0.04,Grand Est,1379,12.902102973168963
Meuse,2020,700,7,200211,2,0.0,Grand Est,2,350.0
Meuse,2021,1030,5,186714,15,0.01,Grand Est,17,60.588235294117645
Meuse,2022,1772,6,206031,64,0.04,Grand Est,81,21.876543209876544
Meuse,2023,2281,7,194070,35,0.02,Grand Est,116,19.663793103448278
Meuse,2024,2966,6,195076,84,0.03,Grand Est,200,14.83
Morbihan,2020,3841,48,771656,13,0.0,Bretagne,13,295.46153846153845
Morbihan,2021,6638,62,791584,37,0.01,Bretagne,50,132.76
Morbihan,2022,9702,72,793489,154,0.02,Bretagne,204,47.55882352941177
Morbihan,2023,13781,79,810327,189,0.01,Bretagne,393,35.06615776081425
Morbihan,2024,17984,85,820586,935,0.05,Bretagne,1328,13.542168674698795
Moselle,2020,4872,61,1112180,73,0.01,Grand Est,73,66.73972602739725
Moselle,2021,9256,64,1130048,36,0.0,Grand Est,109,84.91743119266054
Moselle,2022,13971,66,1134582,307,0.02,Grand Est,416,33.58413461538461
Moselle,2023,20849,66,1154517,744,0.04,Grand Est,1160,17.973275862068967
Moselle,2024,27312,63,1176733,1396,0.05,Grand Est,2556,10.685446009389672
Nièvre,2022,1745,40,223087,30,0.02,Bourgogne-Franche-Comté,30,58.166666666666664
Nièvre,2023,2399,36,228327,73,0.03,Bourgogne-Franche-Comté,103,23.29126213592233
Nièvre,2024,3011,35,230094,271,0.09,Bourgogne-Franche-Comté,374,8.050802139037433
Nord,2020,13314,218,2481726,379,0.03,Hauts-de-France,379,35.12928759894459
Nord,2021,23787,227,2515683,514,0.02,Hauts-de-France,893,26.637178051511757
Nord,2022,35642,223,2555317,951,0.03,Hauts-de-France,1844,19.328633405639913
Nord,2023,52283,224,2583964,1206,0.02,Hauts-de-France,3050,17.141967213114754
Nord,2024,70272,230,2634578,1786,0.03,Hauts-de-France,4836,14.531017369727047
Oise,2020,6220,40,1112294,18,0.0,Hauts-de-France,18,345.55555555555554
Oise,2021,13558,41,1137194,74,0.01,Hauts-de-France,92,147.3695652173913
Oise,2022,18645,39,1153743,126,0.01,Hauts-de-France,218,85.52752293577981
Oise,2023,24936,44,1144590,207,0.01,Hauts-de-France,425,58.67294117647059
Oise,2024,24076,46,1104696,975,0.04,Hauts-de-France,1400,17.197142857142858
Orne,2020,1095,6,291849,3,0.0,Normandie,3,365.0
Orne,2021,1748,10,283199,36,0.02,Normandie,39,44.82051282051282
Orne,2022,2581,9,286807,39,0.02,Normandie,78,33.08974358974359
Orne,2023,3788,9,304382,79,0.02,Normandie,157,24.127388535031848
Orne,2024,4558,10,291617,162,0.04,Normandie,319,14.288401253918495
Paris,2020,21284,165,1134114,256,0.01,Île-de-France,256,83.140625
Paris,2021,34605,163,1141260,2401,0.07,Île-de-France,2657,13.024087316522394
Paris,2022,47874,172,1148236,1697,0.04,Île-de-France,4354,10.995406522737712
Paris,2023,68039,267,1175290,1830,0.03,Île-de-France,6184,11.002425614489004
Paris,2024,87957,259,1232080,435,0.0,Île-de-France,6619,13.288563227073576
Pas-de-Calais,2020,5596,40,1355307,119,0.02,Hauts-de-France,119,47.02521008403362
Pas-de-Calais,2021,10325,37,1387882,277,0.03,Hauts-de-France,396,26.07323232323232
Pas-de-Calais,2022,16260,42,1391776,419,0.03,Hauts-de-France,815,19.950920245398773
Pas-de-Calais,2023,24734,52,1420045,516,0.02,Hauts-de-France,1331,18.583020285499625
Pas-de-Calais,2024,32778,52,1445862,1013,0.03,Hauts-de-France,2344,13.983788395904437
Puy-de-Dôme,2020,3350,34,654720,27,0.01,Auvergne-Rhône-Alpes,27,124.07407407407408
Puy-de-Dôme,2021,5939,35,662495,25,0.0,Auvergne-Rhône-Alpes,52,114.21153846153847
Puy-de-Dôme,2022,8768,39,674847,281,0.03,Auvergne-Rhône-Alpes,333,26.33033033033033
Puy-de-Dôme,2023,12646,42,677283,304,0.02,Auvergne-Rhône-Alpes,637,19.85243328100471
Puy-de-Dôme,2024,16178,44,689245,590,0.04,Auvergne-Rhône-Alpes,1227,13.185004074979625
Pyrénées-Atlantiques,2020,3728,24,689678,114,0.03,Nouvelle-Aquitaine,114,32.70175438596491
Pyrénées-Atlantiques,2021,6734,22,698364,24,0.0,Nouvelle-Aquitaine,138,48.79710144927536
Pyrénées-Atlantiques,2022,9775,47,699595,118,0.01,Nouvelle-Aquitaine,256,38.18359375
Pyrénées-Atlantiques,2023,13741,52,710007,234,0.02,Nouvelle-Aquitaine,490,28.042857142857144
Pyrénées-Atlantiques,2024,17210,52,717529,718,0.04,Nouvelle-Aquitaine,1208,14.246688741721854
Pyrénées-Orientales,2020,2284,6,506610,28,0.01,Occitanie,28,81.57142857142857
Pyrénées-Orientales,2021,4459,9,499152,79,0.02,Occitanie,107,41.67289719626168
Pyrénées-Orientales,2022,6697,10,513097,183,0.03,Occitanie,290,23.093103448275862
Pyrénées-Orientales,2023,9905,10,530578,153,0.02,Occitanie,443,22.358916478555305
Pyrénées-Orientales,2024,13007,13,557691,432,0.03,Occitanie,875,14.865142857142857
Rhône,2020,13538,180,1561281,233,0.02,Auvergne-Rhône-Alpes,233,58.103004291845494
Rhône,2021,24812,187,1589132,436,0.02,Auvergne-Rhône-Alpes,669,37.0881913303438
Rhône,2022,35408,206,1639941,490,0.01,Auvergne-Rhône-Alpes,1159,30.550474547023295
Rhône,2023,49879,204,1631942,401,0.01,Auvergne-Rhône-Alpes,1560,31.973717948717947
Rhône,2024,62202,212,1641606,802,0.01,Auvergne-Rhône-Alpes,2362,26.33446232006774
Sarthe,2020,2268,14,530316,26,0.01,Pays de la Loire,26,87.23076923076923
Sarthe,2021,4278,17,551896,72,0.02,Pays de la Loire,98,43.6530612244898
Sarthe,2022,6074,17,538889,111,0.02,Pays de la Loire,209,29.0622009569378
Sarthe,2023,8637,18,549235,185,0.02,Pays de la Loire,394,21.921319796954315
Sarthe,2024,11217,19,559248,263,0.02,Pays de la Loire,657,17.073059360730593
Savoie,2020,3094,43,452034,140,0.05,Auvergne-Rhône-Alpes,140,22.1
Savoie,2021,5336,38,457502,56,0.01,Auvergne-Rhône-Alpes,196,27.224489795918366
Savoie,2022,7678,40,466308,246,0.03,Auvergne-Rhône-Alpes,442,17.3710407239819
Savoie,2023,11077,44,479900,295,0.03,Auvergne-Rhône-Alpes,737,15.029850746268657
Savoie,2024,13646,43,479229,475,0.03,Auvergne-Rhône-Alpes,1212,11.25907590759076
Saône-et-Loire,2021,3924,22,525975,24,0.01,Bourgogne-Franche-Comté,24,163.5
Saône-et-Loire,2022,5566,20,523380,162,0.03,Bourgogne-Franche-Comté,186,29.9247311827957
Saône-et-Loire,2023,8099,21,538797,111,0.01,Bourgogne-Franche-Comté,297,27.26936026936027
Saône-et-Loire,2024,10471,24,547431,525,0.05,Bourgogne-Franche-Comté,822,12.738442822384428
Seine-Maritime,2020,7337,81,1264304,30,0.0,Normandie,30,244.56666666666666
Seine-Maritime,2021,13411,86,1276452,126,0.01,Normandie,156,85.96794871794872
Seine-Maritime,2022,21271,85,1284716,337,0.02,Normandie,493,43.14604462474645
Seine-Maritime,2023,32724,99,1308516,619,0.02,Normandie,1112,29.428057553956833
Seine-Maritime,2024,38562,95,1321909,848,0.02,Normandie,1960,19.67448979591837
Seine-Saint-Denis,2020,6046,99,1031067,5,0.0,Île-de-France,5,1209.2
Seine-Saint-Denis,2021,11124,314,1188196,193,0.02,Île-de-France,198,56.18181818181818
Seine-Saint-Denis,2022,14222,117,1082327,441,0.03,Île-de-France,639,22.2566510172144
Seine-Saint-Denis,2023,23199,127,1129266,303,0.01,Île-de-France,942,24.627388535031848
Seine-Saint-Denis,2024,37270,129,1296135,874,0.02,Île-de-France,1816,20.523127753303964
Seine-et-Marne,2020,7931,287,1321511,42,0.01,Île-de-France,42,188.83333333333334
Seine-et-Marne,2021,13940,293,1359189,127,0.01,Île-de-France,169,82.48520710059172
Seine-et-Marne,2022,20551,288,1356319,577,0.03,Île-de-France,746,27.548257372654156
Seine-et-Marne,2023,29851,292,1367348,1070,0.04,Île-de-France,1816,16.437775330396477
Seine-et-Marne,2024,39421,204,1421434,1374,0.03,Île-de-France,3190,12.3576802507837
Somme,2020,2251,11,564236,9,0.0,Hauts-de-France,9,250.11111111111111
Somme,2021,4338,10,564811,44,0.01,Hauts-de-France,53,81.84905660377359
Somme,2022,6806,10,574644,42,0.01,Hauts-de-France,95,71.6421052631579
Somme,2023,10941,13,595460,207,0.02,Hauts-de-France,302,36.228476821192054
Somme,2024,11117,14,576245,712,0.06,Hauts-de-France,1014,10.963510848126234
Tarn,2020,1718,15,343122,14,0.01,Occitanie,14,122.71428571428571
Tarn,2021,3565,16,397171,96,0.03,Occitanie,110,32.40909090909091
Tarn,2022,4452,15,343541,413,0.09,Occitanie,523,8.51242829827916
Tarn,2023,6407,17,353046,200,0.03,Occitanie,723,8.861687413554634
Tarn,2024,8227,19,353174,180,0.02,Occitanie,903,9.110741971207087
Tarn-et-Garonne,2020,1245,7,257333,4,0.0,Occitanie,4,311.25
Tarn-et-Garonne,2021,2249,8,269316,16,0.01,Occitanie,20,112.45
Tarn-et-Garonne,2022,3382,9,268660,72,0.02,Occitanie,92,36.76086956521739
Tarn-et-Garonne,2023,4846,8,273819,144,0.03,Occitanie,236,20.533898305084747
Tarn-et-Garonne,2024,6288,9,276792,339,0.05,Occitanie,575,10.935652173913043
Territoire de Belfort,2020,645,6,139546,5,0.01,Bourgogne-Franche-Comté,5,129.0
Territoire de Belfort,2021,1144,5,141009,2,0.0,Bourgogne-Franche-Comté,7,163.42857142857142
Territoire de Belfort,2022,1701,5,143914,5,0.0,Bourgogne-Franche-Comté,12,141.75
Territoire de Belfort,2023,2542,4,145521,74,0.03,Bourgogne-Franche-Comté,86,29.558139534883722
Territoire de Belfort,2024,3173,3,148835,200,0.06,Bourgogne-Franche-Comté,286,11.094405594405595
Val-d'Oise,2020,6134,26,1030021,18,0.0,Île-de-France,18,340.77777777777777
Val-d'Oise,2021,10607,44,1040367,98,0.01,Île-de-France,116,91.4396551724138
Val-d'Oise,2022,15158,51,1080051,258,0.02,Île-de-France,374,40.529411764705884
Val-d'Oise,2023,21951,57,1100583,545,0.02,Île-de-France,919,23.885745375408053
Val-d'Oise,2024,30680,63,1101897,733,0.02,Île-de-France,1652,18.571428571428573
Val-de-Marne,2020,6447,67,988269,102,0.02,Île-de-France,102,63.205882352941174
Val-de-Marne,2021,11552,72,1001063,239,0.02,Île-de-France,341,33.87683284457478
Val-de-Marne,2022,16601,71,1007589,348,0.02,Île-de-France,689,24.09433962264151
Val-de-Marne,2023,24425,69,1025073,467,0.02,Île-de-France,1156,21.128892733564015
Val-de-Marne,2024,31571,70,1044243,744,0.02,Île-de-France,1900,16.616315789473685
Var,2020,6865,10,1150467,359,0.05,Provence-Alpes-Côte d'Azur,359,19.12256267409471
Var,2021,12940,15,1177323,213,0.02,Provence-Alpes-Côte d'Azur,572,22.622377622377623
Var,2022,18606,19,1148010,265,0.01,Provence-Alpes-Côte d'Azur,837,22.229390681003583
Var,2023,27917,23,1208509,492,0.02,Provence-Alpes-Côte d'Azur,1329,21.006019563581642
Var,2024,34223,32,1185442,673,0.02,Provence-Alpes-Côte d'Azur,2002,17.094405594405593
Vaucluse,2020,3548,21,598859,63,0.02,Provence-Alpes-Côte d'Azur,63,56.317460317460316
Vaucluse,2021,6252,24,611174,78,0.01,Provence-Alpes-Côte d'Azur,141,44.340425531914896
Vaucluse,2022,9427,25,632019,267,0.03,Provence-Alpes-Côte d'Azur,408,23.105392156862745
Vaucluse,2023,13583,32,650683,236,0.02,Provence-Alpes-Côte d'Azur,644,21.091614906832298
Vaucluse,2024,16975,37,636581,698,0.04,Provence-Alpes-Côte d'Azur,1342,12.64903129657228
Vendée,2020,3925,23,663809,23,0.01,Pays de la Loire,23,170.65217391304347
Vendée,2021,6699,31,684653,266,0.04,Pays de la Loire,289,23.17993079584775
Vendée,2022,10094,50,699570,123,0.01,Pays de la Loire,412,24.5
Vendée,2023,14100,73,700467,260,0.02,Pays de la Loire,672,20.982142857142858
Vendée,2024,18093,86,714367,399,0.02,Pays de la Loire,1071,16.893557422969188
Vienne,2020,2485,21,408543,14,0.01,Nouvelle-Aquitaine,14,177.5
Vienne,2021,5172,20,407955,226,0.04,Nouvelle-Aquitaine,240,21.55
Vienne,2022,6923,20,433728,114,0.02,Nouvelle-Aquitaine,354,19.556497175141242
Vienne,2023,9248,20,420207,167,0.02,Nouvelle-Aquitaine,521,17.750479846449135
Vienne,2024,10600,22,424138,297,0.03,Nouvelle-Aquitaine,818,12.95843520782396
Vosges,2020,1487,5,377743,4,0.0,Grand Est,4,371.75
Vosges,2021,2700,7,380260,4,0.0,Grand Est,8,337.5
Vosges,2022,4146,11,392338,180,0.04,Grand Est,188,22.0531914893617
Vosges,2023,5863,14,394187,381,0.06,Grand Est,569,10.304042179261863
Vosges,2024,7715,16,401880,370,0.05,Grand Est,939,8.21618743343983
Yonne,2020,1222,8,326298,9,0.01,Bourgogne-Franche-Comté,9,135.77777777777777
Yonne,2021,2191,10,341255,45,0.02,Bourgogne-Franche-Comté,54,40.574074074074076
Yonne,2022,3166,17,340328,148,0.05,Bourgogne-Franche-Comté,202,15.673267326732674
Yonne,2023,4397,18,340531,92,0.02,Bourgogne-Franche-Comté,294,14.95578231292517
Yonne,2024,5844,19,348520,523,0.09,Bourgogne-Franche-Comté,817,7.152998776009792
Yvelines,2020,16293,77,1376870,96,0.01,Île-de-France,96,169.71875
Yvelines,2021,25399,77,1404500,296,0.01,Île-de-France,392,64.79336734693878
Yvelines,2022,36208,80,1407652,538,0.01,Île-de-France,930,38.93333333333333
Yvelines,2023,51856,86,1429123,794,0.02,Île-de-France,1724,30.078886310904874
Yvelines,2024,85133,93,1525178,1010,0.01,Île-de-France,2734,31.138624725676664
